"","Sesso","Anziano/a","Partner","Persone a carico","Durata del rapporto","Servizio telefonico","Linee multiple","Servizio Internet","Sicurezza online","Backup online","Protezione device","Assistenza tecnica","StreamingTV","StreamingMovies","Termine del contratto","Fatturazione elettronica","Metodo di pagamento","Addebito mensile","Addebito totale","Churn"
"192","Uomo","No","Si","No",6,"Si","No","fibra ottica","No","Si","Si","No","No","Si","mese per mese","Si","assegno elettronico",91,531,"Si"
"193","Donna","No","Si","Si",69,"Si","No","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",19.75,1375.4,"No"
"194","Donna","No","Si","Si",72,"Si","Si","fibra ottica","Si","Si","Si","No","Si","Si","due anni","No","carta di credito (automatico)",109.7,8129.3,"No"
"195","Uomo","No","Si","Si",59,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.3,1192.7,"No"
"196","Donna","No","Si","No",20,"Si","No","fibra ottica","Si","Si","No","Si","Si","No","mese per mese","Si","assegno elettronico",96.55,1901.65,"No"
"197","Uomo","No","Si","Si",24,"Si","Si","No","No","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",24.1,587.4,"No"
"198","Uomo","No","No","No",59,"Si","Si","fibra ottica","No","Si","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",111.35,6519.75,"No"
"199","Uomo","No","Si","Si",72,"Si","Si","fibra ottica","No","Si","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",112.25,8041.65,"No"
"200","Uomo","No","No","Si",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.75,20.75,"No"
"201","Donna","No","Si","No",27,"Si","No","fibra ottica","Si","No","No","Si","Si","Si","un anno","Si","carta di credito (automatico)",101.9,2681.15,"No"
"202","Donna","No","No","No",14,"Si","No","fibra ottica","No","Si","No","Si","No","No","mese per mese","Si","carta di credito (automatico)",80.05,1112.3,"No"
"203","Uomo","No","Si","Si",71,"Si","Si","fibra ottica","Si","No","Si","No","Si","Si","due anni","No","assegno elettronico",105.55,7405.5,"No"
"204","Uomo","No","No","Si",13,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",78.3,1033.95,"No"
"205","Uomo","No","No","No",44,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","carta di credito (automatico)",68.85,2958.95,"No"
"206","Donna","No","No","No",33,"Si","No","fibra ottica","No","Si","No","Si","No","No","un anno","Si","bonifico bancario (automatico)",79.95,2684.85,"No"
"207","Uomo","No","Si","Si",72,"No","No","DSL","Si","Si","Si","Si","No","Si","due anni","Si","carta di credito (automatico)",55.45,4179.2,"No"
"208","Uomo","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","Si","mese per mese","No","assegno elettronico",79.9,79.9,"Si"
"209","Donna","No","No","No",19,"Si","No","fibra ottica","Si","No","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",106.6,1934.45,"Si"
"210","Uomo","No","Si","No",64,"Si","No","fibra ottica","No","Si","Si","Si","Si","Si","un anno","Si","carta di credito (automatico)",102.45,6654.1,"No"
"211","Uomo","No","No","No",2,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",46,84.5,"Si"
"212","Donna","No","No","No",1,"No","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno elettronico",25.25,25.25,"No"
"213","Uomo","No","No","Si",61,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.75,1124.2,"No"
"214","Donna","No","Si","Si",29,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno elettronico",20,540.05,"No"
"215","Uomo","Si","Si","No",23,"Si","Si","fibra ottica","No","No","No","No","No","Si","mese per mese","No","assegno elettronico",86.8,1975.85,"No"
"216","Donna","No","Si","No",57,"No","No","DSL","Si","Si","Si","No","Si","Si","mese per mese","Si","bonifico bancario (automatico)",58.75,3437.45,"No"
"217","Uomo","No","Si","Si",72,"No","No","DSL","Si","Si","Si","Si","No","No","due anni","No","carta di credito (automatico)",45.25,3139.8,"No"
"218","Uomo","No","Si","No",66,"No","No","DSL","Si","Si","Si","Si","Si","No","due anni","Si","bonifico bancario (automatico)",56.6,3789.2,"No"
"219","Uomo","No","Si","Si",65,"Si","Si","DSL","No","Si","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",84.2,5324.5,"No"
"220","Donna","No","No","No",8,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",80,624.6,"No"
"221","Donna","No","No","No",4,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",70.15,268.35,"Si"
"222","Donna","No","Si","No",71,"Si","Si","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",24.75,1836.9,"No"
"223","Uomo","No","Si","Si",1,"Si","No","No","No","No","No","No","No","No","un anno","Si","assegno elettronico",20.2,20.2,"No"
"224","Uomo","No","Si","No",4,"Si","No","DSL","No","No","No","Si","No","No","mese per mese","No","assegno per posta",50.05,179.35,"Si"
"225","Donna","No","No","No",12,"Si","No","No","No","No","No","No","No","No","un anno","Si","bonifico bancario (automatico)",19.35,219.35,"No"
"226","Uomo","No","No","No",24,"No","No","DSL","Si","No","No","No","Si","Si","un anno","Si","assegno per posta",50.6,1288.75,"No"
"227","Donna","No","Si","Si",31,"Si","No","DSL","Si","No","Si","Si","Si","Si","un anno","Si","assegno per posta",81.15,2545.75,"No"
"228","Donna","No","Si","No",1,"Si","No","DSL","No","No","No","No","Si","No","mese per mese","No","assegno per posta",55.2,55.2,"Si"
"229","Uomo","No","No","No",30,"Si","Si","fibra ottica","No","No","No","Si","No","Si","mese per mese","Si","carta di credito (automatico)",89.9,2723.15,"No"
"230","Donna","No","Si","Si",47,"Si","Si","DSL","Si","Si","No","Si","Si","Si","due anni","Si","carta di credito (automatico)",85.3,4107.25,"No"
"231","Uomo","No","No","No",54,"Si","Si","fibra ottica","Si","Si","No","Si","Si","Si","due anni","Si","carta di credito (automatico)",108,5760.65,"No"
"232","Uomo","No","No","No",50,"Si","No","fibra ottica","Si","Si","No","Si","No","Si","mese per mese","Si","carta di credito (automatico)",93.5,4747.5,"No"
"233","Uomo","No","No","No",1,"Si","No","fibra ottica","Si","No","No","No","No","Si","mese per mese","Si","assegno per posta",84.6,84.6,"Si"
"234","Donna","No","No","No",72,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",20.25,1566.9,"No"
"235","Donna","No","No","No",29,"Si","Si","No","No","No","No","No","No","No","mese per mese","No","assegno elettronico",25.15,702,"No"
"236","Uomo","No","No","No",2,"Si","Si","DSL","No","Si","No","No","No","No","mese per mese","Si","assegno per posta",54.4,114.1,"Si"
"237","Donna","No","No","No",10,"No","No","DSL","No","No","No","Si","No","No","due anni","Si","assegno per posta",29.6,299.05,"No"
"238","Uomo","No","Si","No",18,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",73.15,1305.95,"No"
"239","Donna","Si","No","No",11,"Si","No","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",95,1120.3,"Si"
"240","Uomo","No","No","No",16,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.75,284.35,"No"
"241","Donna","No","No","No",72,"Si","Si","DSL","No","Si","Si","Si","Si","Si","due anni","No","bonifico bancario (automatico)",86.6,6350.5,"No"
"242","Uomo","No","No","No",72,"Si","Si","fibra ottica","No","Si","Si","Si","Si","Si","due anni","No","bonifico bancario (automatico)",109.2,7878.3,"No"
"243","Donna","No","Si","Si",41,"Si","No","DSL","Si","No","No","Si","Si","Si","un anno","Si","carta di credito (automatico)",74.7,3187.65,"No"
"244","Donna","Si","Si","No",65,"Si","No","fibra ottica","Si","Si","Si","No","No","Si","mese per mese","No","assegno elettronico",94.4,6126.15,"No"
"245","Donna","Si","No","No",13,"Si","No","DSL","No","Si","Si","No","No","No","mese per mese","Si","assegno elettronico",54.8,731.3,"No"
"246","Uomo","Si","No","No",4,"Si","No","fibra ottica","Si","No","No","No","No","No","mese per mese","No","assegno elettronico",75.35,273.4,"No"
"247","Uomo","No","No","No",41,"Si","Si","DSL","No","No","Si","No","No","Si","un anno","No","assegno per posta",65,2531.8,"No"
"248","Uomo","Si","No","No",15,"Si","No","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","assegno elettronico",74.4,1074.3,"Si"
"249","Uomo","No","No","No",1,"Si","No","DSL","Si","No","No","No","No","No","mese per mese","Si","assegno per posta",48.55,48.55,"Si"
"250","Uomo","No","No","No",42,"Si","Si","fibra ottica","Si","Si","Si","No","No","Si","un anno","Si","assegno elettronico",99,4298.45,"No"
"251","Donna","No","Si","No",51,"Si","No","fibra ottica","Si","Si","Si","No","Si","No","un anno","Si","assegno elettronico",93.5,4619.55,"No"
"252","Donna","No","Si","Si",2,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno elettronico",70.4,147.15,"Si"
"253","Uomo","Si","Si","No",1,"No","No","DSL","No","Si","No","No","Si","No","mese per mese","No","assegno elettronico",40.2,40.2,"Si"
"254","Uomo","No","No","Si",32,"Si","Si","DSL","No","Si","Si","Si","Si","Si","un anno","No","carta di credito (automatico)",83.7,2633.3,"No"
"255","Uomo","No","No","No",10,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",19.85,193.05,"No"
"256","Donna","No","Si","Si",67,"No","No","DSL","No","Si","Si","Si","Si","Si","due anni","Si","assegno elettronico",59.55,4103.9,"No"
"257","Donna","No","Si","Si",61,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","due anni","No","carta di credito (automatico)",115.1,7008.15,"No"
"258","Uomo","No","No","No",50,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","un anno","No","carta di credito (automatico)",114.35,5791.1,"No"
"259","Donna","No","Si","No",2,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",44.6,80.55,"Si"
"260","Donna","Si","Si","No",29,"No","No","DSL","Si","No","Si","No","No","Si","mese per mese","Si","assegno elettronico",45,1228.65,"No"
"261","Uomo","Si","No","No",3,"No","No","DSL","No","No","Si","No","No","Si","mese per mese","Si","assegno elettronico",41.15,132.2,"Si"
"262","Uomo","Si","No","No",13,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","assegno elettronico",106.9,1364.3,"Si"
"263","Uomo","Si","Si","No",57,"Si","Si","fibra ottica","No","Si","No","No","No","Si","mese per mese","Si","assegno elettronico",89.85,4925.35,"No"
"264","Donna","No","No","No",31,"No","No","DSL","Si","Si","No","Si","No","Si","due anni","Si","bonifico bancario (automatico)",49.85,1520.1,"No"
"265","Donna","No","Si","No",45,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","un anno","No","assegno per posta",113.3,5032.25,"No"
"266","Donna","No","Si","Si",61,"Si","Si","DSL","Si","Si","Si","Si","Si","Si","due anni","No","assegno per posta",88.1,5526.75,"No"
"267","Uomo","No","No","No",50,"Si","Si","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",24.9,1195.25,"No"
"268","Donna","Si","No","No",19,"Si","No","fibra ottica","Si","Si","No","Si","Si","Si","mese per mese","Si","assegno per posta",105,2007.25,"No"
"269","Uomo","No","No","No",59,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.35,1099.6,"Si"
"270","Donna","No","Si","No",71,"Si","Si","No","No","No","No","No","No","No","due anni","Si","carta di credito (automatico)",24.25,1732.95,"No"
"271","Donna","Si","No","No",16,"Si","No","fibra ottica","No","No","No","Si","Si","Si","mese per mese","Si","assegno elettronico",94.45,1511.2,"Si"
"272","Uomo","No","Si","No",57,"Si","No","DSL","Si","Si","No","Si","No","No","due anni","Si","assegno elettronico",59.75,3450.15,"No"
"273","Uomo","No","No","No",1,"No","No","DSL","No","No","No","No","No","No","mese per mese","No","bonifico bancario (automatico)",24.8,24.8,"Si"
"274","Uomo","Si","Si","No",20,"Si","Si","fibra ottica","No","Si","No","Si","Si","Si","mese per mese","No","assegno elettronico",107.05,2172.05,"No"
"275","Uomo","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno per posta",70.6,70.6,"Si"
"276","Uomo","No","Si","No",5,"Si","Si","fibra ottica","No","Si","No","Si","No","No","mese per mese","Si","assegno elettronico",85.4,401.1,"Si"
"277","Donna","No","Si","No",52,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","assegno elettronico",105.05,5624.85,"Si"
"278","Uomo","Si","Si","No",21,"Si","No","DSL","Si","Si","No","No","No","Si","mese per mese","Si","bonifico bancario (automatico)",64.95,1339.8,"No"
"279","Uomo","No","No","No",14,"No","No","DSL","No","No","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",55,771.95,"No"
"280","Donna","No","No","No",5,"Si","No","DSL","No","Si","No","No","No","No","mese per mese","No","bonifico bancario (automatico)",50.55,244.75,"No"
"281","Donna","No","No","No",6,"Si","No","DSL","Si","Si","No","No","No","No","mese per mese","No","assegno per posta",55.15,322.9,"No"
"282","Donna","No","No","No",10,"Si","No","DSL","No","Si","No","No","No","No","mese per mese","No","assegno elettronico",51.2,498.25,"No"
"283","Donna","No","No","Si",1,"Si","Si","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",25.4,25.4,"No"
"284","Donna","No","No","No",68,"Si","Si","DSL","Si","No","No","No","No","No","mese per mese","No","assegno per posta",54.45,3687.75,"No"
"285","Uomo","No","Si","Si",18,"Si","No","fibra ottica","No","No","Si","No","Si","Si","mese per mese","No","assegno per posta",95.15,1779.95,"Si"
"286","Donna","No","No","No",22,"Si","Si","fibra ottica","No","No","No","No","No","No","un anno","Si","carta di credito (automatico)",76,1783.6,"No"
"287","Donna","No","No","No",20,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",44.35,927.15,"No"
"288","Uomo","No","Si","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno elettronico",70,70,"Si"
"289","Uomo","Si","No","No",8,"Si","No","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","assegno elettronico",74.5,606.55,"Si"
"290","Uomo","No","No","No",10,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",44.85,435.4,"Si"
"291","Uomo","Si","No","No",24,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",76.1,1712.7,"Si"
"292","Uomo","No","No","No",35,"Si","No","DSL","Si","Si","Si","No","No","No","un anno","No","assegno per posta",61.2,2021.2,"No"
"293","Uomo","No","Si","Si",23,"Si","No","fibra ottica","No","Si","Si","Si","No","No","un anno","No","assegno per posta",86.8,1940.8,"No"
"294","Donna","Si","No","No",6,"Si","No","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",89.35,567.8,"No"
"295","Donna","No","No","No",12,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.7,220.35,"No"
"296","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.25,20.25,"No"
"297","Donna","No","Si","Si",71,"Si","No","fibra ottica","No","No","Si","No","No","No","due anni","No","assegno elettronico",76.05,5436.45,"No"
"298","Uomo","Si","Si","No",35,"Si","Si","fibra ottica","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",100.8,3437.5,"No"
"299","Uomo","No","Si","Si",40,"Si","Si","DSL","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",74.55,3015.75,"No"
"300","Donna","No","No","Si",1,"Si","No","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","assegno per posta",73.6,73.6,"Si"
"301","Uomo","No","No","No",23,"Si","No","DSL","No","No","No","No","Si","Si","un anno","Si","bonifico bancario (automatico)",64.9,1509.8,"No"
"302","Donna","Si","No","No",4,"Si","Si","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",95.45,396.1,"Si"
"303","Uomo","No","No","No",4,"Si","No","fibra ottica","No","No","Si","Si","No","Si","mese per mese","Si","assegno elettronico",90.4,356.65,"No"
"304","Donna","No","Si","Si",68,"No","No","DSL","No","Si","Si","Si","Si","Si","due anni","No","carta di credito (automatico)",60.3,4109,"No"
"305","Uomo","No","No","Si",38,"Si","Si","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","assegno per posta",81.85,3141.7,"No"
"306","Uomo","No","Si","Si",52,"Si","Si","No","No","No","No","No","No","No","due anni","No","assegno per posta",24.8,1229.1,"No"
"307","Uomo","Si","Si","No",32,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",74.9,2303.35,"Si"
"308","Uomo","No","Si","Si",29,"Si","No","DSL","No","No","Si","Si","Si","Si","due anni","No","assegno per posta",75.55,2054.4,"No"
"309","Uomo","Si","Si","Si",38,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","No","assegno elettronico",101.15,3741.85,"No"
"310","Uomo","No","No","Si",48,"Si","Si","DSL","Si","No","Si","No","Si","Si","un anno","Si","carta di credito (automatico)",78.75,3682.45,"No"
"311","Donna","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",19.25,19.25,"No"
